data,Somalia,jowhar,hargeysa,buuhoodle,burco,sheikh,caynabo,laas_caanood,owdweyne,ceel_afweyn,xudun,ceerigaabo,laasqoray,bossaso,xamar_weyne,qardho,garowe,burtinle,gaalkacyo,galdogob,hobyo,dhuusamarreeb,cabudwaaq,cadaado,belet_weyne,waaberi,boondheere,marka,afgooye,hodan,wanla_weyn,baidoa,diinsoor,xudur,ceel_barde,waajid,garbahaarey,baardheere,ceel_waaq,doolow,belet_xaawo,luuq,kismayo,afmadow,lughaye,zeylac,dharkenley,daynile,hawl_wadaag,kahda,baki,borama,berbera,gebiley,cabdlcasiis,karaan,shibis,shangaani,wadajir,wardhiigleey,xamar_jabjab,yaaqshiid
Arrests and detention,5,7,0,0,0,0,0,0,0,0,0,0,0,8,14,0,4,0,1,0,0,0,0,20,0,0,0,0,0,3,0,8,17,0,0,0,0,0,0,0,0,0,13,39,0,0,7,4,0,5,0,0,0,0,0,0,0,0,5,0,0,0
Abductions,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,33,25,0,0,0,0,17,5,6,0,0,4,4,0,5,0,10,0,0,0,0,0,0,11,0,0,0
Displacement,16,13,8,0,0,0,0,0,0,25,0,22,0,0,29,8,19,0,3,0,0,0,0,100,8,0,0,14,6,16,0,14,75,0,0,33,0,0,0,0,0,17,23,6,0,0,11,21,0,30,0,0,0,0,17,0,0,0,16,0,33,80
Forced military recruitment,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,17,3,6,0,0,4,1,5,3,0,0,0,0,0,0,0,0,5,0,33,0
Friction between community and surrounding host communities,4,6,0,0,0,0,0,6,0,0,0,0,0,8,14,0,7,50,0,0,33,14,12,60,1,8,0,14,0,0,0,5,50,0,25,17,50,0,0,0,0,0,5,6,0,0,0,2,0,4,12,0,10,0,0,0,0,0,5,0,0,20
Violence during aid distribution,6,16,0,0,0,0,0,0,0,0,0,0,0,10,14,0,4,0,0,0,0,14,12,0,3,0,0,0,0,4,17,11,58,0,0,17,0,0,0,50,0,33,17,0,0,0,7,3,0,3,0,0,0,0,6,0,0,0,5,0,33,0
Exploitation and abuse related to access to assistance,3,14,0,0,7,0,0,0,0,0,0,0,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,17,0,0,17,0,0,0,0,0,0,1,0,0,0,4,1,5,3,0,0,0,0,6,0,0,0,16,9,0,0
Cases of unaccompanied and separated children,5,19,4,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,1,0,0,0,0,20,1,0,0,0,0,4,0,4,8,0,25,0,0,0,0,0,0,0,12,6,0,0,7,3,5,6,0,0,0,0,11,0,0,0,21,0,0,20
Land grabbing,5,6,4,0,0,0,0,0,0,0,0,22,7,0,43,0,7,0,5,0,67,14,0,0,2,0,0,0,0,3,0,7,0,0,0,0,50,0,0,50,0,17,7,22,0,0,4,4,0,2,0,0,0,0,0,0,0,0,16,0,0,20
Destruction of property,5,4,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,1,0,33,0,0,40,0,0,0,0,3,15,0,13,8,0,0,17,0,0,0,0,0,0,3,17,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Denied access to justice,7,16,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,0,0,0,0,5,0,7,42,0,0,17,0,0,0,50,0,0,6,11,0,0,0,6,5,12,0,0,0,0,6,0,0,0,11,9,0,0
Do not know,25,19,68,0,7,38,0,0,6,38,11,11,60,21,14,92,26,50,24,0,0,29,0,0,66,58,50,43,65,22,33,9,0,89,0,0,0,100,0,0,0,50,18,0,16,0,15,32,52,27,88,0,10,75,17,50,33,50,21,36,33,0
Prefer not to answer,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,38,0,0,0,0,0,14,8,0,0,2,0,67,5,0,0,0,17,25,0,0,0,25,0,1,0,0,0,4,4,0,3,0,0,0,0,0,0,0,33,5,0,0,0
No protection incidents occurred,33,7,72,100,60,50,75,89,94,38,100,33,87,27,14,92,15,50,57,100,0,71,25,0,12,58,100,71,68,35,33,24,0,22,0,17,25,75,100,50,88,33,28,11,100,100,33,36,57,14,88,70,70,75,56,50,100,67,42,73,33,20
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In shelters,48,23,80,NA,33,0,0,100,0,0,NA,33,0,77,50,0,80,0,45,NA,0,60,83,100,19,33,NA,100,33,54,0,55,92,NA,100,20,0,NA,NA,0,0,0,55,62,NA,0,24,49,0,40,0,33,33,NA,0,NA,0,50,56,0,50,0
When leaving settlement/town,39,60,20,NA,83,0,0,50,100,100,NA,50,0,26,50,0,10,0,40,NA,67,0,17,100,15,33,NA,100,4,30,50,53,92,NA,0,100,33,NA,NA,0,0,20,43,62,NA,0,41,29,0,27,0,67,33,NA,0,NA,0,50,33,50,100,0
on the way or at NFI markets,29,42,0,NA,17,0,100,50,0,0,NA,0,0,17,67,0,10,50,10,NA,67,0,33,0,8,0,NA,0,15,27,0,35,0,NA,0,40,33,NA,NA,0,0,0,37,19,NA,0,47,28,50,27,0,67,0,NA,17,NA,0,0,44,0,50,20
on the way or at food markets,29,38,20,NA,17,50,0,0,0,0,NA,0,0,34,50,0,15,100,10,NA,33,0,33,20,4,0,NA,0,11,5,0,30,25,NA,0,40,0,NA,NA,0,0,10,35,38,NA,0,35,22,33,41,0,0,33,NA,67,NA,0,0,33,0,100,60
on the way or at water sources,23,23,0,NA,0,0,0,50,0,20,NA,0,0,20,50,0,5,0,25,NA,0,0,0,0,4,67,NA,0,4,8,0,26,8,NA,25,0,33,NA,NA,0,0,20,26,12,NA,0,18,23,17,30,100,0,67,NA,33,NA,0,0,22,50,50,0
on the way or at latrines,12,8,0,NA,33,0,0,0,0,0,NA,0,0,14,33,0,0,0,30,NA,0,0,17,0,4,0,NA,0,0,11,0,9,8,NA,25,0,0,NA,NA,0,100,10,23,12,NA,0,12,15,0,17,0,0,33,NA,0,NA,0,0,11,0,0,20
on the way or at bathing facilities,6,4,0,NA,0,0,0,0,0,20,NA,0,0,3,0,0,0,0,5,NA,0,0,0,20,4,0,NA,0,4,0,0,4,8,NA,0,0,0,NA,NA,0,0,0,5,6,NA,0,6,12,33,10,0,0,0,NA,17,NA,0,0,11,0,0,0
on the way or at schools or education facilities,6,6,0,NA,0,0,0,0,0,0,NA,0,0,20,0,0,5,0,0,NA,0,0,0,0,0,0,NA,0,0,11,0,6,33,NA,0,40,0,NA,NA,0,0,0,3,6,NA,0,0,6,17,8,0,0,0,NA,17,NA,0,0,22,50,0,0
on the way or at health facilities,5,4,0,NA,17,0,0,0,0,0,NA,0,0,3,0,0,5,0,5,NA,0,0,0,40,8,0,NA,0,0,14,0,4,17,NA,0,0,0,NA,NA,0,0,10,4,6,NA,0,6,6,33,7,0,0,0,NA,17,NA,0,0,11,50,0,0
at humanitarian aid distribution points,12,25,0,NA,0,50,0,0,0,0,NA,17,0,3,0,0,5,0,30,NA,33,0,17,20,15,0,NA,0,0,19,0,6,58,NA,0,20,33,NA,NA,100,0,20,18,6,NA,0,0,9,0,18,0,0,0,NA,83,NA,0,0,67,0,0,20
Do not know,4,8,20,NA,0,0,0,0,0,0,NA,0,100,0,0,100,0,0,0,NA,0,0,0,0,42,0,NA,0,0,0,50,2,0,NA,0,0,0,NA,NA,0,0,0,4,0,NA,0,6,3,0,5,0,0,0,NA,0,NA,50,0,0,0,0,0
Prefer not to answer,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0
Other,4,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,5,0,0,NA,0,40,0,0,8,0,NA,0,63,3,0,1,17,NA,0,0,33,NA,NA,0,0,80,1,0,NA,100,0,4,0,1,0,0,0,NA,0,NA,50,100,11,0,0,40
Are there restrictions of movement during the day?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,94.56,96.97,100,100,100,100,100,100,100,100,100,100,100,100,71.43,100,86.96,100,100,100,100,100,85.71,100,97.75,100,100,100,90.14,100,100,89.24,100,100,100,83.33,100,100,0,50,100,100,98.88,0,100,100,92.59,94.54,95.24,98.83,100,100,100,100,100,100,66.67,66.67,100,88.89,33.33,100
Yes,5.44,3.03,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,13.04,0,0,0,0,0,14.29,0,2.25,0,0,0,9.86,0,0,10.76,0,0,0,16.67,0,0,100,50,0,0,1.12,100,0,0,7.41,5.46,4.76,1.17,0,0,0,0,0,0,33.33,33.33,0,11.11,66.67,0
Are there restrictions of movement during the night?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,85.71,76.19,100,100,84.62,100,85.71,94.44,100,87.5,100,100,100,100,100,100,54.55,100,96.39,100,100,100,66.67,0,93.9,100,100,33.33,94.52,93.15,100,70.07,0,100,100,33.33,100,100,0,0,87.5,100,86.16,56.25,100,100,86.36,95.52,100,83.18,100,100,100,100,100,50,75,57.14,94.74,90.91,33.33,100
Yes,14.29,23.81,0,0,15.38,0,14.29,5.56,0,12.5,0,0,0,0,0,0,45.45,0,3.61,0,0,0,33.33,100,6.1,0,0,66.67,5.48,6.85,0,29.93,100,0,0,66.67,0,0,100,100,12.5,0,13.84,43.75,0,0,13.64,4.48,0,16.82,0,0,0,0,0,50,25,42.86,5.26,9.09,66.67,0
Which are areas people avoid for fear of insecurity?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No problems experienced,34,10,76,94,27,75,75,94,72,0,89,67,87,2,29,92,7,75,57,40,0,10,0,20,8,58,50,14,52,35,17,28,0,100,50,0,50,50,100,50,62,85,42,28,95,20,30,32,52,21,0,50,50,50,33,0,100,86,53,64,33,33
In shelters,29,42,12,0,13,0,0,6,0,0,11,0,0,54,14,0,74,25,15,0,67,80,88,40,14,25,0,71,35,30,67,27,75,0,0,33,0,0,0,0,0,0,31,44,0,0,30,32,29,39,100,0,0,50,22,50,0,14,5,9,33,17
When leaving settlement/town,30,52,0,0,60,0,12,6,28,50,0,0,0,52,57,0,15,25,31,40,33,0,0,80,4,0,0,14,6,11,0,48,92,0,0,50,25,0,0,50,38,8,32,61,0,0,26,33,5,23,0,50,10,0,0,0,0,0,21,18,33,33
Markets,19,25,8,0,20,0,25,6,0,25,0,11,13,50,43,0,4,0,9,60,0,0,0,20,4,0,0,0,0,8,0,17,42,0,25,17,0,0,0,0,0,0,21,22,0,20,33,21,10,37,0,0,0,50,6,0,0,0,16,9,33,67
On the way to markets,21,22,4,0,33,0,25,6,0,12,0,33,0,69,43,0,30,0,27,40,33,0,0,0,3,0,0,0,8,18,0,23,42,0,0,17,0,0,0,50,0,15,15,11,0,0,26,23,10,29,0,10,0,0,33,0,0,0,26,9,67,33
At Water points,13,12,0,0,20,0,0,0,0,38,0,0,0,17,57,0,7,0,15,0,0,0,0,0,5,0,0,0,1,1,0,22,42,0,0,17,0,25,0,50,12,8,8,6,0,0,4,10,0,24,0,0,20,0,0,0,0,0,16,0,0,17
At Latrines,8,4,0,0,20,0,0,0,0,0,0,0,0,52,14,8,26,0,12,20,33,0,0,0,1,8,0,0,0,0,0,7,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,5,9,0,17
Bathing areas,4,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,8,0,0,0,0,0,3,0,0,0,0,1,0,3,8,0,0,17,25,0,0,0,12,0,1,0,0,0,0,5,0,5,0,0,0,0,0,50,0,0,0,9,0,17
Schools,3,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,1,0,5,17,0,0,0,0,0,0,50,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,0,0,17
on the way or at schools or education facilities,4,3,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,12,0,0,0,0,0,2,0,0,0,0,0,0,5,33,0,0,0,0,0,0,50,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Health centres,3,6,4,0,0,0,0,0,0,0,0,0,0,2,0,8,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,17,0,0,17,0,0,0,0,0,0,4,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0
Nutrition/feeding centres,3,4,0,0,0,0,0,0,0,0,0,0,0,2,14,8,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,25,0,0,50,0,0,0,0,0,0,1,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,33,0
Humanitarian aid distribution points,8,14,0,6,0,12,0,0,0,0,0,0,0,4,14,0,0,0,1,20,33,0,0,20,9,0,50,0,3,16,0,7,42,0,25,50,25,0,0,0,12,0,5,6,0,0,11,10,19,11,0,0,0,0,22,0,0,0,21,0,33,0
Do not know,13,7,60,12,0,62,0,0,22,38,0,67,7,0,29,92,4,25,3,0,0,10,0,20,57,50,0,0,28,4,17,5,0,11,50,0,0,50,33,0,0,0,4,0,11,0,4,13,48,13,0,0,10,25,0,0,50,29,16,18,33,0
Prefer not to answer,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,11,8,0,0,11,1,17,6,0,0,0,0,50,50,33,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"In the past 3 months, have any of the following activities taken place in this site?:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelter constructed using shelter kit,24,25,4,0,53,12,0,0,6,38,0,33,40,23,0,17,30,50,8,0,0,0,0,100,13,0,0,0,3,16,0,43,17,44,75,50,75,50,0,0,0,17,33,78,0,20,30,18,14,16,0,0,0,0,0,0,0,14,11,0,33,0
Provision of NFI kits/items,25,29,12,12,27,25,38,6,11,12,0,22,47,17,29,33,19,0,24,0,0,10,12,40,5,8,0,0,5,24,0,41,25,100,0,0,0,0,33,50,25,25,52,83,0,20,15,16,10,14,0,0,0,0,0,0,0,14,26,9,33,0
Provision of food distribution,19,16,12,38,67,25,88,67,0,12,11,33,7,56,14,33,15,0,22,20,33,0,38,40,15,8,25,0,3,4,50,23,25,11,0,17,0,0,100,50,25,0,39,67,53,20,11,12,5,5,12,0,60,0,0,0,25,43,5,18,0,0
Construction / rehabilitation of water sources,10,17,0,6,40,25,12,0,0,0,0,0,7,2,14,0,0,0,7,0,0,0,0,20,9,0,0,0,1,1,0,17,8,0,0,17,0,25,0,0,25,0,24,33,0,20,0,9,0,7,25,0,0,0,0,0,0,0,0,0,33,0
Construction / repair of latrines,10,25,4,19,73,0,0,0,6,0,0,33,40,2,14,8,4,0,10,80,0,0,0,20,5,0,0,71,1,1,0,13,0,0,0,33,0,50,0,0,38,0,22,28,0,0,4,8,0,6,0,0,0,0,0,0,0,14,0,9,0,0
"Distribution of hygiene kits (jerry cans for storage / transport, soap/ hygienic menstrual materials)",15,22,16,19,67,12,12,17,17,25,0,22,47,8,29,33,19,25,20,20,0,0,38,80,5,17,0,71,1,3,0,17,75,100,0,33,50,100,33,100,50,42,26,28,5,60,11,9,5,8,50,60,20,0,0,0,25,43,11,0,33,17
Rent paid in cash,12,1,16,6,40,25,38,89,6,38,0,33,40,12,0,50,11,0,52,100,0,60,88,0,24,8,0,0,0,9,0,8,25,0,0,17,0,0,33,0,0,0,18,39,37,20,11,5,19,4,62,20,30,0,0,0,25,14,11,0,0,0
Nutrition counselling,13,25,0,0,47,25,38,11,6,0,0,11,0,15,29,17,11,50,47,60,67,0,12,100,11,0,0,29,3,22,17,11,42,0,0,33,0,25,67,50,50,33,10,39,0,40,4,8,14,12,25,10,10,0,0,0,0,29,26,27,33,50
MUAC screening,11,14,0,0,33,0,25,17,6,0,0,11,0,21,29,0,19,25,48,80,67,10,25,80,8,8,0,14,0,18,17,6,58,0,75,17,25,25,67,50,62,42,6,39,0,40,4,6,29,10,12,10,0,0,0,0,0,14,26,0,0,83
Distribution of therapeutic foods or nutritional supplements,7,9,4,6,47,25,0,22,0,25,22,0,0,4,0,17,44,0,22,0,0,0,12,20,3,17,0,14,5,8,0,2,33,0,0,50,0,0,0,50,12,8,7,28,0,20,0,3,5,6,0,10,0,0,11,0,0,14,5,0,0,83
Awareness campaign advocating proper WASH practices,19,28,4,31,93,38,62,0,17,88,22,11,7,15,0,8,52,50,57,80,33,50,75,60,9,17,0,29,4,12,17,16,67,0,50,0,0,100,33,50,38,8,29,28,0,80,4,16,10,8,50,30,40,50,17,0,25,57,5,0,0,67
Vaccination campaigns or any other helath-related campaigns,15,6,8,31,80,25,50,28,39,88,0,78,60,12,14,8,56,100,57,60,67,90,25,40,8,25,25,43,4,16,17,5,33,0,100,17,50,0,67,50,12,25,19,28,0,60,7,9,5,9,75,40,20,75,11,0,50,71,5,18,67,33
Protection awareness raising,7,1,0,38,27,0,0,0,0,0,0,0,0,2,0,8,19,0,16,0,33,0,0,60,5,8,0,0,0,7,0,4,0,0,0,0,0,0,100,50,0,17,17,11,0,0,4,9,0,7,12,0,0,0,17,0,0,29,11,0,0,0
Referrals for people with heightened protection needs,4,4,4,6,0,12,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,20,1,0,0,0,0,15,0,1,0,0,0,17,0,0,0,0,0,0,3,17,0,60,19,4,5,5,0,0,0,0,11,0,0,29,26,0,0,0
None,31,13,48,19,0,12,0,11,50,0,67,0,20,12,29,25,26,0,8,0,33,10,0,0,36,42,50,14,85,34,33,24,0,0,0,0,25,0,0,0,38,42,15,11,42,20,33,39,43,46,0,30,30,0,72,100,25,0,37,36,33,17
Do not know,6,20,12,0,0,0,0,0,0,0,11,0,0,2,14,0,4,0,0,0,0,0,0,0,16,33,0,14,15,16,17,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,9,0,0,0,0,6,0,0,0,11,0,0,0
Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,42,60,38,15,87,0,12,19,56,12,0,0,0,24,20,0,100,100,22,0,100,44,50,100,30,50,50,0,33,19,25,50,0,0,0,83,67,50,67,0,0,50,42,75,18,0,44,44,33,51,25,100,43,0,0,NA,33,71,25,29,50,20
Children,48,51,15,15,80,0,12,38,44,0,0,11,0,24,20,0,90,75,16,0,0,44,38,100,19,0,50,83,17,38,0,67,25,0,75,83,0,50,0,0,0,0,42,62,82,0,50,52,42,63,25,14,0,0,0,NA,0,29,25,14,50,20
Elders (Persons age 60 and more),58,75,31,46,93,14,25,62,78,100,0,22,0,79,60,0,95,100,27,100,0,44,38,100,13,50,50,83,42,55,50,63,100,0,100,17,33,75,100,50,0,75,67,94,82,25,33,57,25,70,25,100,29,0,50,NA,33,43,17,71,50,60
"Persons with difficulty seeing, hearing, or moving around",42,64,8,31,80,14,25,44,33,100,0,0,0,40,60,0,40,75,17,100,0,44,38,80,15,0,0,33,17,38,0,51,92,0,75,0,67,25,67,50,0,38,47,62,82,25,17,37,67,42,0,100,43,0,50,NA,0,43,58,43,50,100
Minorities (persons not affiliated with the majority group / not affiliated with any clan / from another area as the majority of the other residents),11,15,0,15,67,0,0,6,0,0,0,0,0,2,20,0,10,0,6,60,0,11,25,100,11,0,0,0,8,2,50,14,8,0,0,17,100,0,33,0,0,62,16,44,0,0,0,5,0,3,0,0,0,0,0,NA,0,14,17,0,0,60
There are no impediments for any of the above groups,18,4,46,54,7,86,38,25,22,0,100,33,100,0,0,100,0,0,65,0,0,44,25,0,30,50,50,17,25,19,0,8,0,100,0,0,0,0,0,50,100,12,17,0,18,75,6,16,0,7,75,0,57,100,50,NA,67,29,25,29,0,0
Do not know,5,4,15,8,0,57,0,0,0,0,0,56,0,0,20,11,0,0,5,0,0,0,12,0,32,0,0,0,33,5,0,1,0,22,0,0,0,0,0,0,0,0,7,0,0,0,22,5,8,2,12,0,0,0,0,NA,0,0,0,0,0,0
Other,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,14,0,0,0,NA,0,0,0,0,0,0
Do you think that COVID-19 is an important issue for most households in the settlement?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,66.17,55.93,91.67,73.33,20,60,75,71.43,94.44,100,0,71.43,55.56,100,60,75,96.15,50,93.18,100,0,100,71.43,0,80.23,66.67,50,83.33,80.6,38.1,80,73.44,8.33,100,0,33.33,100,100,100,100,100,60,84.21,87.5,6.25,66.67,60,55.46,43.75,47.16,16.67,100,100,0,27.78,0,100,50,66.67,63.64,66.67,33.33
No,33.83,44.07,8.33,26.67,80,40,25,28.57,5.56,0,100,28.57,44.44,0,40,25,3.85,50,6.82,0,100,0,28.57,100,19.77,33.33,50,16.67,19.4,61.9,20,26.56,91.67,0,100,66.67,0,0,0,0,0,40,15.79,12.5,93.75,33.33,40,44.54,56.25,52.84,83.33,0,0,100,72.22,100,0,50,33.33,36.36,33.33,66.67
Do you think that most households in the settlement are taking any action to prevent the spread of COVID-19?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No, no action taken (cannot select with any other option",13,26,0,0,0,0,0,17,0,0,78,0,47,8,14,50,4,0,17,0,100,0,0,0,15,33,25,100,16,23,67,6,0,0,25,0,25,25,0,0,12,0,4,0,5,0,4,13,5,23,0,10,0,0,17,0,0,0,5,9,33,33
Not leaving the house at all,29,17,4,19,0,38,12,0,0,0,0,100,27,27,43,0,70,50,15,0,0,0,0,0,30,17,50,0,3,26,0,30,0,0,50,83,0,25,0,0,0,8,26,44,5,20,30,35,43,37,100,30,10,0,11,0,25,71,47,45,67,67
Reducing movement outside the house,41,19,20,19,40,62,88,33,11,75,0,100,27,50,71,17,85,100,26,0,0,0,38,100,40,33,50,0,4,26,0,48,67,89,75,67,0,75,0,50,0,31,45,94,21,40,59,45,57,36,88,40,50,0,11,0,0,86,74,55,33,17
Stopping handshakes or physical contact,56,33,88,50,87,62,100,78,72,100,11,100,40,65,43,17,93,100,49,60,0,20,38,100,63,42,50,0,6,32,0,61,100,100,25,50,75,75,0,50,62,77,75,50,74,60,63,54,67,44,100,90,90,50,44,0,50,100,84,82,67,50
Keeping distance from people,53,28,96,62,87,88,88,50,78,100,11,78,27,75,43,42,89,100,60,40,0,40,25,100,60,42,0,0,5,35,0,59,42,100,0,17,75,75,67,50,62,69,77,50,79,80,52,49,43,35,100,70,70,25,44,50,50,100,63,64,67,17
Avoiding public places and gatherings,46,25,88,69,93,75,100,83,28,88,22,67,7,60,43,17,81,100,49,20,0,30,62,100,41,50,25,0,5,31,0,57,67,100,0,67,75,50,0,0,12,62,63,44,58,100,44,38,48,31,100,50,90,25,44,50,25,57,53,55,67,17
Avoiding public transport,28,19,44,44,60,25,75,6,6,38,11,0,7,23,43,0,41,25,40,0,0,20,0,100,16,33,50,0,0,11,0,44,17,56,0,67,0,25,67,50,0,0,19,44,5,20,48,26,24,23,88,50,40,50,17,0,25,29,21,27,33,17
Wearing a face mask,30,22,76,19,53,0,75,11,0,0,0,0,7,60,29,0,33,25,33,0,0,10,38,100,42,8,0,0,4,11,0,46,92,56,0,33,50,50,100,50,50,54,53,50,21,40,26,19,29,12,62,50,50,25,11,0,25,29,11,9,33,17
Wearing gloves,19,9,40,31,47,0,50,0,0,12,0,0,0,17,29,0,11,0,18,0,0,0,0,100,14,0,0,0,5,7,0,37,25,11,0,0,0,25,33,0,0,8,36,50,5,40,26,9,0,9,0,60,30,25,17,0,25,14,0,27,0,0
Washing hands more regularly,44,20,80,100,100,62,100,39,100,100,22,89,7,23,0,0,4,0,52,100,0,100,88,100,39,8,25,0,24,19,17,56,100,89,0,0,25,50,100,50,62,85,60,56,84,80,30,45,24,15,100,80,90,25,44,0,25,14,42,9,67,17
Keeping surfaces clean,21,1,40,44,73,12,38,22,11,12,11,0,0,6,0,0,0,0,30,80,0,10,62,100,3,0,25,0,6,18,0,35,0,22,0,0,0,0,33,0,0,8,30,39,74,20,30,18,5,3,75,60,80,0,11,0,25,14,42,9,33,0
Praying to god,30,7,56,19,93,0,0,11,78,0,0,0,13,6,14,0,4,0,66,60,0,90,38,100,38,0,0,0,81,24,17,27,17,0,0,0,25,0,100,0,0,69,21,50,0,60,15,36,14,21,0,70,90,100,17,50,50,14,21,36,0,17
Staying away from animals,4,3,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,3,1,0,9,0,0,0,0,0,0,0,0,0,8,2,17,0,0,0,2,0,1,12,0,0,0,0,0,0,0,0,9,0,0
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Do not know,2,28,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What are the main sources of information from which residents in this site receive information on humanitarian services?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Television,16,4,100,6,27,25,12,39,17,12,11,33,0,90,14,50,7,0,9,20,0,0,0,100,12,0,25,0,10,0,0,12,0,0,0,0,25,0,0,0,12,0,25,72,0,20,48,7,38,16,25,30,40,75,28,0,50,43,32,55,67,0
Radio,85,88,100,81,93,62,88,78,94,62,22,33,33,100,71,75,81,50,26,60,100,0,75,100,92,92,75,29,99,70,67,88,17,100,100,0,100,100,100,0,38,15,85,94,95,100,100,96,100,91,100,90,100,100,61,100,50,100,100,100,100,100
Posters,18,13,12,0,13,0,0,0,0,0,0,0,0,33,0,0,59,100,22,20,0,0,38,100,3,0,25,14,1,36,0,16,0,0,0,0,0,0,0,0,12,0,35,39,0,0,15,20,19,21,0,0,0,0,33,0,0,14,37,27,33,0
Newspapers,10,1,4,0,7,0,0,0,0,0,0,0,0,31,0,0,0,0,7,0,0,0,0,100,0,0,25,14,4,1,0,5,0,0,0,17,0,0,0,0,12,8,17,44,0,0,19,10,14,20,0,0,0,0,28,0,0,0,26,36,33,0
